"ANNEE";"MOIS";"TYPE_LGT";"NAT_SERIES";"LOG_AUT";"LOG_COM";"SDP_AUT";"SDP_COM"
"2013";"07";"Individuel pur";"Brute";9863;11100;1188115;1358656
"2013";"07";"Individuel pur";"CVS-CJO";8673;10150;1044765;1242375
"2013";"07";"Residence";"Brute";2136;1896;91100;74900
"2013";"07";"Residence";"CVS-CJO";1565;1548;66747;61152
"2013";"07";"Tous Logements";"Brute";37057;30988;3021899;2701673
"2013";"07";"Tous Logements";"CVS-CJO";31218;29267;2545744;2551628
"2013";"06";"Collectif";"Brute";18388;15588;1181934;1021763
"2013";"06";"Collectif";"CVS-CJO";17053;14274;1096124;935633
"2013";"06";"Individuel groupe";"Brute";4322;4356;384619;395712
"2013";"06";"Individuel groupe";"CVS-CJO";4205;3956;374207;359375
"2013";"06";"Individuel pur";"Brute";9231;10896;1094751;1345291
"2013";"06";"Individuel pur";"CVS-CJO";8959;10453;1062493;1290595
"2013";"06";"Residence";"Brute";2858;1736;136000;84300
"2013";"06";"Residence";"CVS-CJO";2358;1809;112207;87845
"2013";"06";"Tous Logements";"Brute";34799;32576;2797304;2847066
"2013";"06";"Tous Logements";"CVS-CJO";32575;30492;2618529;2664929
"2013";"05";"Collectif";"Brute";14162;12012;927396;787694
"2013";"05";"Collectif";"CVS-CJO";16676;14072;1092025;922780
"2013";"05";"Individuel groupe";"Brute";4396;3626;381016;327657
"2013";"05";"Individuel groupe";"CVS-CJO";4594;3951;398177;357025
"2013";"05";"Individuel pur";"Brute";8032;10936;961655;1339687
"2013";"05";"Individuel pur";"CVS-CJO";8546;10992;1023195;1346547
"2013";"05";"Residence";"Brute";1947;1364;84400;58100
"2013";"05";"Residence";"CVS-CJO";2437;1568;105641;66789
"2013";"05";"Tous Logements";"Brute";28537;27938;2354467;2513138
"2013";"05";"Tous Logements";"CVS-CJO";32253;30583;2661058;2751067
"2013";"04";"Collectif";"Brute";16057;11206;1062031;760022
"2013";"04";"Collectif";"CVS-CJO";17320;11809;1145568;800919
"2013";"04";"Individuel groupe";"Brute";4755;4041;428739;358932
"2013";"04";"Individuel groupe";"CVS-CJO";5184;3926;467420;348717
"2013";"04";"Individuel pur";"Brute";8511;13502;1023656;1657638
"2013";"04";"Individuel pur";"CVS-CJO";8789;12268;1057092;1506140
"2013";"04";"Residence";"Brute";1932;1829;93000;85400
"2013";"04";"Residence";"CVS-CJO";2511;1965;120871;91750
"2013";"04";"Tous Logements";"Brute";31255;30578;2607426;2861992
"2013";"04";"Tous Logements";"CVS-CJO";33804;29968;2820074;2804898
"2013";"03";"Collectif";"Brute";20945;15411;1380265;1033590
"2013";"03";"Collectif";"CVS-CJO";18809;16166;1239504;1084227
"2013";"03";"Individuel groupe";"Brute";8963;4039;782803;359576
"2013";"03";"Individuel groupe";"CVS-CJO";8707;3866;760445;344174
"2013";"03";"Individuel pur";"Brute";10444;13320;1289195;1620252
"2013";"03";"Individuel pur";"CVS-CJO";10319;11961;1273765;1454942
"2013";"03";"Residence";"Brute";2544;1901;112200;80800
"2013";"03";"Residence";"CVS-CJO";2278;1872;100468;79567
"2013";"03";"Tous Logements";"Brute";42896;34671;3564463;3094218
"2013";"03";"Tous Logements";"CVS-CJO";40113;33865;3333208;3022286
"2013";"02";"Collectif";"Brute";15418;13776;1026721;866791
"2013";"02";"Collectif";"CVS-CJO";19216;16809;1279639;1057628
"2013";"02";"Individuel groupe";"Brute";6109;3555;539705;310746
"2013";"02";"Individuel groupe";"CVS-CJO";5801;3978;512494;347721
"2013";"02";"Individuel pur";"Brute";20345;11254;2502349;1341355
"2013";"02";"Individuel pur";"CVS-CJO";20646;11748;2539371;1400234
"2013";"02";"Residence";"Brute";1401;878;69400;45300
"2013";"02";"Residence";"CVS-CJO";2183;1086;108137;56032
"2013";"02";"Tous Logements";"Brute";43273;29463;4138175;2564192
"2013";"02";"Tous Logements";"CVS-CJO";47846;33621;4575489;2926067
"2013";"01";"Collectif";"Brute";13875;13988;949108;929796
"2013";"01";"Collectif";"CVS-CJO";16089;15157;1100555;1007501
"2013";"01";"Individuel groupe";"Brute";5278;3343;462852;286023
"2013";"01";"Individuel groupe";"CVS-CJO";5910;3624;518275;310065
"2013";"01";"Individuel pur";"Brute";18449;10676;2234391;1276526
"2013";"01";"Individuel pur";"CVS-CJO";17604;10704;2132052;1279874
"2013";"01";"Residence";"Brute";1500;523;77800;30900
"2013";"01";"Residence";"CVS-CJO";2015;1014;104511;59909
"2013";"01";"Tous Logements";"Brute";39102;28530;3724151;2523245
"2013";"01";"Tous Logements";"CVS-CJO";41618;30499;3963780;2697387
"2012";"12";"Collectif";"Brute";18800;28901;1229816;1846965
"2012";"12";"Collectif";"CVS-CJO";17649;16478;1154522;1053053
"2012";"12";"Individuel groupe";"Brute";5447;5493;474334;503658
"2012";"12";"Individuel groupe";"CVS-CJO";5903;4778;514043;438099
"2012";"12";"Individuel pur";"Brute";13621;8162;1668130;1003666
"2012";"12";"Individuel pur";"CVS-CJO";14235;10782;1743325;1325842
"2012";"12";"Residence";"Brute";1629;5302;74700;210200
"2012";"12";"Residence";"CVS-CJO";1041;4099;47736;162507
"2012";"12";"Tous Logements";"Brute";39497;47858;3446980;3564489
"2012";"12";"Tous Logements";"CVS-CJO";38828;36137;3388595;2691503
"2012";"11";"Collectif";"Brute";14837;18027;980468;1201191
"2012";"11";"Collectif";"CVS-CJO";16479;14259;1088976;950118
"2012";"11";"Individuel groupe";"Brute";4285;4137;381263;351705
"2012";"11";"Individuel groupe";"CVS-CJO";5007;3775;445504;320930
"2012";"11";"Individuel pur";"Brute";11194;10317;1375173;1267818
"2012";"11";"Individuel pur";"CVS-CJO";12336;10606;1515467;1303332
"2012";"11";"Residence";"Brute";2874;2800;130100;129300
"2012";"11";"Residence";"CVS-CJO";2870;1808;129919;83491
"2012";"11";"Tous Logements";"Brute";33190;35281;2867004;2950014
"2012";"11";"Tous Logements";"CVS-CJO";36692;30448;3169512;2545904
"2012";"10";"Collectif";"Brute";20916;17508;1423324;1127569
"2012";"10";"Collectif";"CVS-CJO";17532;15749;1193044;1014284
"2012";"10";"Individuel groupe";"Brute";5719;5070;516893;477672
"2012";"10";"Individuel groupe";"CVS-CJO";4979;4294;450010;404561
"2012";"10";"Individuel pur";"Brute";11746;12933;1463264;1600555
"2012";"10";"Individuel pur";"CVS-CJO";12450;11010;1550965;1362569
"2012";"10";"Residence";"Brute";3840;1506;199400;82500
"2012";"10";"Residence";"CVS-CJO";3409;1575;177019;86280
"2012";"10";"Tous Logements";"Brute";42221;37017;3602881;3288296
"2012";"10";"Tous Logements";"CVS-CJO";38370;32628;3274260;2898412
"2012";"09";"Collectif";"Brute";20282;11388;1327702;767770
"2012";"09";"Collectif";"CVS-CJO";18631;11698;1219624;788670
"2012";"09";"Individuel groupe";"Brute";5639;4505;509407;423638
"2012";"09";"Individuel groupe";"CVS-CJO";5395;4051;487365;380945
"2012";"09";"Individuel pur";"Brute";12545;13259;1584089;1659785
"2012";"09";"Individuel pur";"CVS-CJO";12194;11127;1539767;1392898
"2012";"09";"Residence";"Brute";2141;1892;107000;85300
"2012";"09";"Residence";"CVS-CJO";2082;1875;104051;84534
"2012";"09";"Tous Logements";"Brute";40607;31044;3528198;2936493
"2012";"09";"Tous Logements";"CVS-CJO";38302;28751;3327925;2719595
"2012";"08";"Collectif";"Brute";18998;7397;1204578;501139
"2012";"08";"Collectif";"CVS-CJO";24027;14736;1523444;998349
"2012";"08";"Individuel groupe";"Brute";4920;2066;433132;187528
"2012";"08";"Individuel groupe";"CVS-CJO";5830;4115;513244;373513
"2012";"08";"Individuel pur";"Brute";11605;5669;1442971;717072
"2012";"08";"Individuel pur";"CVS-CJO";11985;11152;1490220;1410617
"2012";"08";"Residence";"Brute";5120;460;223700;24600
"2012";"08";"Residence";"CVS-CJO";6305;1570;275474;83961
"2012";"08";"Tous Logements";"Brute";40643;15592;3304381;1430339
"2012";"08";"Tous Logements";"CVS-CJO";48147;31573;3914476;2896363
"2012";"07";"Collectif";"Brute";24882;14419;1622680;962675
"2012";"07";"Collectif";"CVS-CJO";20501;14511;1336973;968817
"2012";"07";"Individuel groupe";"Brute";6015;3680;550727;347395
"2012";"07";"Individuel groupe";"CVS-CJO";5080;3737;465119;352776
"2012";"07";"Individuel pur";"Brute";13201;12062;1647937;1501921
"2012";"07";"Individuel pur";"CVS-CJO";11712;11121;1462059;1384751
"2012";"07";"Residence";"Brute";3162;1791;163200;84000
"2012";"07";"Residence";"CVS-CJO";2536;1460;130890;68476
"2012";"07";"Tous Logements";"Brute";47260;31952;3984544;2895991
"2012";"07";"Tous Logements";"CVS-CJO";39829;30829;3358028;2794207
"2012";"06";"Collectif";"Brute";21621;13816;1401951;910464
"2012";"06";"Collectif";"CVS-CJO";20273;12868;1314544;847992
"2012";"06";"Individuel groupe";"Brute";5668;4117;514683;384999
"2012";"06";"Individuel groupe";"CVS-CJO";5338;3846;484717;359657
"2012";"06";"Individuel pur";"Brute";13208;12344;1641548;1538002
"2012";"06";"Individuel pur";"CVS-CJO";12272;11474;1525218;1429604
"2012";"06";"Residence";"Brute";2776;2807;134200;112000
"2012";"06";"Residence";"CVS-CJO";2467;3148;119262;125606
"2012";"06";"Tous Logements";"Brute";43273;33084;3692382;2945465
"2012";"06";"Tous Logements";"CVS-CJO";40350;31336;3442969;2789841
"2012";"05";"Collectif";"Brute";20593;10795;1362713;745695
"2012";"05";"Collectif";"CVS-CJO";22533;12513;1491090;864371
"2012";"05";"Individuel groupe";"Brute";5033;3624;458443;340345
"2012";"05";"Individuel groupe";"CVS-CJO";5257;4073;478847;382512
"2012";"05";"Individuel pur";"Brute";10551;11312;1316955;1402359
"2012";"05";"Individuel pur";"CVS-CJO";11316;11456;1412441;1420211
"2012";"05";"Residence";"Brute";2221;917;101100;52600
"2012";"05";"Residence";"CVS-CJO";2410;954;109703;54722
"2012";"05";"Tous Logements";"Brute";38398;26648;3239211;2540999
"2012";"05";"Tous Logements";"CVS-CJO";41516;28996;3502242;2764891
"2012";"04";"Collectif";"Brute";20546;10062;1369833;717671
"2012";"04";"Collectif";"CVS-CJO";22380;11566;1492109;824944
"2012";"04";"Individuel groupe";"Brute";5261;3347;484159;303235
"2012";"04";"Individuel groupe";"CVS-CJO";5658;3427;520694;310483
"2012";"04";"Individuel pur";"Brute";11598;12297;1443422;1510844
"2012";"04";"Individuel pur";"CVS-CJO";12325;11511;1533900;1414274
"2012";"04";"Residence";"Brute";2764;713;118100;64900
"2012";"04";"Residence";"CVS-CJO";2863;1001;122330;91115
"2012";"04";"Tous Logements";"Brute";40169;26419;3415514;2596650
"2012";"04";"Tous Logements";"CVS-CJO";43226;27505;3675446;2703390
"2012";"03";"Collectif";"Brute";20722;16881;1475056;1102376
"2012";"03";"Collectif";"CVS-CJO";18959;16469;1349560;1075471
"2012";"03";"Individuel groupe";"Brute";4695;5045;425254;465169
"2012";"03";"Individuel groupe";"CVS-CJO";4366;4611;395454;425152
"2012";"03";"Individuel pur";"Brute";12780;15021;1575669;1844470
"2012";"03";"Individuel pur";"CVS-CJO";12609;12800;1554586;1571747
"2012";"03";"Residence";"Brute";4019;1992;237900;102300
"2012";"03";"Residence";"CVS-CJO";3857;2100;228311;107846
"2012";"03";"Tous Logements";"Brute";42216;38939;3713879;3514315
"2012";"03";"Tous Logements";"CVS-CJO";39791;35980;3500544;3247260
"2012";"02";"Collectif";"Brute";15383;12933;1028915;861820
"2012";"02";"Collectif";"CVS-CJO";18147;16489;1213789;1098782
"2012";"02";"Individuel groupe";"Brute";4898;3993;451028;361186
"2012";"02";"Individuel groupe";"CVS-CJO";5276;4528;485836;409579
"2012";"02";"Individuel pur";"Brute";13506;10691;1658552;1313424
"2012";"02";"Individuel pur";"CVS-CJO";13216;10734;1622940;1318707
"2012";"02";"Residence";"Brute";2893;955;158600;50700
"2012";"02";"Residence";"CVS-CJO";3487;1639;191164;87013
"2012";"02";"Tous Logements";"Brute";36680;28572;3297095;2587130
"2012";"02";"Tous Logements";"CVS-CJO";40126;33390;3606849;3023389
"2012";"01";"Collectif";"Brute";17039;12319;1133641;837536
"2012";"01";"Collectif";"CVS-CJO";19647;14388;1307157;978202
"2012";"01";"Individuel groupe";"Brute";5762;3771;523932;332740
"2012";"01";"Individuel groupe";"CVS-CJO";5978;3994;543573;352417
"2012";"01";"Individuel pur";"Brute";14620;12549;1796695;1538864
"2012";"01";"Individuel pur";"CVS-CJO";13740;12580;1688549;1542666
"2012";"01";"Residence";"Brute";1551;1244;80900;69300
"2012";"01";"Residence";"CVS-CJO";2017;1053;105206;58660
"2012";"01";"Tous Logements";"Brute";38972;29883;3535168;2778440
"2012";"01";"Tous Logements";"CVS-CJO";41382;32015;3753780;2976668
"2011";"12";"Collectif";"Brute";25499;28187;1653346;1816047
"2011";"12";"Collectif";"CVS-CJO";23448;17069;1520360;1099731
"2011";"12";"Individuel groupe";"Brute";6243;6124;552237;534226
"2011";"12";"Individuel groupe";"CVS-CJO";6140;5013;543126;437308
"2011";"12";"Individuel pur";"Brute";13738;9632;1688607;1166516
"2011";"12";"Individuel pur";"CVS-CJO";13460;12350;1654437;1495689
"2011";"12";"Residence";"Brute";2584;3951;132000;197500
"2011";"12";"Residence";"CVS-CJO";2057;2987;105079;149312
"2011";"12";"Tous Logements";"Brute";48064;47894;4026190;3714289
"2011";"12";"Tous Logements";"CVS-CJO";45105;37419;3778323;2901929
"2011";"11";"Collectif";"Brute";19529;27784;1307308;1752470
"2011";"11";"Collectif";"CVS-CJO";22219;21560;1487382;1359892
"2011";"11";"Individuel groupe";"Brute";5279;5884;473908;530523
"2011";"11";"Individuel groupe";"CVS-CJO";6219;5489;558294;494908
"2011";"11";"Individuel pur";"Brute";11713;12157;1433759;1488809
"2011";"11";"Individuel pur";"CVS-CJO";13378;12832;1637568;1571473
"2011";"11";"Residence";"Brute";1781;3780;82900;183900
"2011";"11";"Residence";"CVS-CJO";1794;2818;83505;137098
"2011";"11";"Tous Logements";"Brute";38302;49605;3297875;3955702
"2011";"11";"Tous Logements";"CVS-CJO";43610;42699;3754904;3404990
"2011";"10";"Collectif";"Brute";22651;20316;1497240;1337988
"2011";"10";"Collectif";"CVS-CJO";19534;17919;1291205;1180124
"2011";"10";"Individuel groupe";"Brute";5937;4544;535958;421021
"2011";"10";"Individuel groupe";"CVS-CJO";5400;4010;487481;371544
"2011";"10";"Individuel pur";"Brute";11524;13466;1418003;1654443
"2011";"10";"Individuel pur";"CVS-CJO";13171;11920;1620663;1464500
"2011";"10";"Residence";"Brute";4272;1452;196700;84000
"2011";"10";"Residence";"CVS-CJO";3879;1483;178605;85793
"2011";"10";"Tous Logements";"Brute";44384;39778;3647901;3497452
"2011";"10";"Tous Logements";"CVS-CJO";41984;35332;3450646;3106541
"2011";"09";"Collectif";"Brute";27568;15288;1815524;1026803
"2011";"09";"Collectif";"CVS-CJO";24793;15533;1632773;1043258
"2011";"09";"Individuel groupe";"Brute";6939;4983;614191;461778
"2011";"09";"Individuel groupe";"CVS-CJO";6121;4362;541787;404230
"2011";"09";"Individuel pur";"Brute";14300;16305;1783212;2026704
"2011";"09";"Individuel pur";"CVS-CJO";13186;13017;1644296;1618007
"2011";"09";"Residence";"Brute";2340;2747;112700;130500
"2011";"09";"Residence";"CVS-CJO";2581;2685;124307;127555
"2011";"09";"Tous Logements";"Brute";51147;39323;4325627;3645785
"2011";"09";"Tous Logements";"CVS-CJO";46681;35597;3947926;3300333
"2011";"08";"Collectif";"Brute";20408;8558;1310701;585127
"2011";"08";"Collectif";"CVS-CJO";25274;17310;1623219;1183518
"2011";"08";"Individuel groupe";"Brute";4600;2225;412086;207546
"2011";"08";"Individuel groupe";"CVS-CJO";5555;4409;497639;411268
"2011";"08";"Individuel pur";"Brute";12921;6946;1597480;871364
"2011";"08";"Individuel pur";"CVS-CJO";13263;13378;1639763;1678248
"2011";"08";"Residence";"Brute";1486;774;71800;40500
"2011";"08";"Residence";"CVS-CJO";2249;1810;108666;94709
"2011";"08";"Tous Logements";"Brute";39415;18503;3392067;1704537
"2011";"08";"Tous Logements";"CVS-CJO";46341;36907;3988121;3399954
"2011";"07";"Collectif";"Brute";26259;14911;1706888;995280
"2011";"07";"Collectif";"CVS-CJO";22461;15181;1460010;1013302
"2011";"07";"Individuel groupe";"Brute";6338;4348;583381;398121
"2011";"07";"Individuel groupe";"CVS-CJO";6131;4784;564328;438043
"2011";"07";"Individuel pur";"Brute";14584;13116;1805027;1603308
"2011";"07";"Individuel pur";"CVS-CJO";13854;12718;1714677;1554656
"2011";"07";"Residence";"Brute";3705;1943;188800;80400
"2011";"07";"Residence";"CVS-CJO";2978;1501;151753;62110
"2011";"07";"Tous Logements";"Brute";50886;34318;4284096;3077109
"2011";"07";"Tous Logements";"CVS-CJO";45424;34184;3824250;3065094
"2011";"06";"Collectif";"Brute";21241;13178;1366174;873121
"2011";"06";"Collectif";"CVS-CJO";20642;12100;1327648;801697
"2011";"06";"Individuel groupe";"Brute";6555;4568;579720;423034
"2011";"06";"Individuel groupe";"CVS-CJO";6252;4371;552923;404790
"2011";"06";"Individuel pur";"Brute";15336;13396;1888714;1655864
"2011";"06";"Individuel pur";"CVS-CJO";14471;12758;1782184;1577002
"2011";"06";"Residence";"Brute";2567;1226;133800;64600
"2011";"06";"Residence";"CVS-CJO";2197;1576;114514;83042
"2011";"06";"Tous Logements";"Brute";45699;32368;3968408;3016619
"2011";"06";"Tous Logements";"CVS-CJO";43562;30805;3782835;2870951
"2011";"05";"Collectif";"Brute";20161;13818;1318458;935722
"2011";"05";"Collectif";"CVS-CJO";20677;15808;1352203;1070480
"2011";"05";"Individuel groupe";"Brute";6266;5007;547025;433208
"2011";"05";"Individuel groupe";"CVS-CJO";5943;4926;518827;426200
"2011";"05";"Individuel pur";"Brute";15978;14515;1967259;1781818
"2011";"05";"Individuel pur";"CVS-CJO";15152;13397;1865559;1644576
"2011";"05";"Residence";"Brute";2541;2855;130000;141000
"2011";"05";"Residence";"CVS-CJO";2756;2895;141000;142976
"2011";"05";"Tous Logements";"Brute";44946;36195;3962742;3291748
"2011";"05";"Tous Logements";"CVS-CJO";44528;37026;3925888;3367323
"2011";"04";"Collectif";"Brute";15914;12105;1048303;822287
"2011";"04";"Collectif";"CVS-CJO";17476;13739;1151197;933284
"2011";"04";"Individuel groupe";"Brute";4952;4774;441825;402583
"2011";"04";"Individuel groupe";"CVS-CJO";5432;4941;484651;416666
"2011";"04";"Individuel pur";"Brute";13594;14057;1671342;1741510
"2011";"04";"Individuel pur";"CVS-CJO";14479;13365;1780150;1655779
"2011";"04";"Residence";"Brute";3284;1974;141400;101200
"2011";"04";"Residence";"CVS-CJO";3391;2305;146007;118169
"2011";"04";"Tous Logements";"Brute";37744;32910;3302870;3067580
"2011";"04";"Tous Logements";"CVS-CJO";40778;34350;3568367;3201804
"2011";"03";"Collectif";"Brute";19229;15564;1253369;1033262
"2011";"03";"Collectif";"CVS-CJO";17416;15079;1135196;1001064
"2011";"03";"Individuel groupe";"Brute";6169;5309;561935;463917
"2011";"03";"Individuel groupe";"CVS-CJO";5423;4747;493982;414808
"2011";"03";"Individuel pur";"Brute";14539;15822;1806447;1928145
"2011";"03";"Individuel pur";"CVS-CJO";13865;13299;1722704;1620680
"2011";"03";"Residence";"Brute";2428;1361;118100;60800
"2011";"03";"Residence";"CVS-CJO";2161;1441;105113;64374
"2011";"03";"Tous Logements";"Brute";42365;38056;3739851;3486124
"2011";"03";"Tous Logements";"CVS-CJO";38865;34566;3430882;3166422
"2011";"02";"Collectif";"Brute";15305;10803;1013889;733785
"2011";"02";"Collectif";"CVS-CJO";17945;13325;1188777;905090
"2011";"02";"Individuel groupe";"Brute";4742;4527;423341;397485
"2011";"02";"Individuel groupe";"CVS-CJO";5224;4866;466371;427250
"2011";"02";"Individuel pur";"Brute";14366;13150;1754564;1581810
"2011";"02";"Individuel pur";"CVS-CJO";14314;13658;1748213;1642917
"2011";"02";"Residence";"Brute";1294;840;65800;39100
"2011";"02";"Residence";"CVS-CJO";1825;1491;92801;69402
"2011";"02";"Tous Logements";"Brute";35707;29320;3257594;2752180
"2011";"02";"Tous Logements";"CVS-CJO";39308;33340;3586118;3129525
"2011";"01";"Collectif";"Brute";16764;11663;1069368;789833
"2011";"01";"Collectif";"CVS-CJO";19170;13500;1222846;914237
"2011";"01";"Individuel groupe";"Brute";6242;4596;527817;394433
"2011";"01";"Individuel groupe";"CVS-CJO";6770;4991;572464;428332
"2011";"01";"Individuel pur";"Brute";15078;13125;1840837;1582993
"2011";"01";"Individuel pur";"CVS-CJO";14855;13618;1813612;1642453
"2011";"01";"Residence";"Brute";1933;2467;92200;114200
"2011";"01";"Residence";"CVS-CJO";2267;2309;108131;106886
"2011";"01";"Tous Logements";"Brute";40017;31851;3530222;2881459
"2011";"01";"Tous Logements";"CVS-CJO";43062;34418;3798846;3113687
"2010";"12";"Collectif";"Brute";18914;23298;1245482;1521565
"2010";"12";"Collectif";"CVS-CJO";17209;15298;1133208;999094
"2010";"12";"Individuel groupe";"Brute";5547;5077;490796;456656
"2010";"12";"Individuel groupe";"CVS-CJO";5122;4177;453192;375705
"2010";"12";"Individuel pur";"Brute";15664;11373;1901099;1402087
"2010";"12";"Individuel pur";"CVS-CJO";14855;14102;1802913;1738524
"2010";"12";"Residence";"Brute";2784;2590;140400;122300
"2010";"12";"Residence";"CVS-CJO";2227;1790;112310;84524
"2010";"12";"Tous Logements";"Brute";42909;42338;3777777;3502608
"2010";"12";"Tous Logements";"CVS-CJO";39413;35367;3469984;2925900
"2010";"11";"Collectif";"Brute";14340;21606;945429;1411788
"2010";"11";"Collectif";"CVS-CJO";15584;16978;1027445;1109383
"2010";"11";"Individuel groupe";"Brute";4528;5836;412339;509104
"2010";"11";"Individuel groupe";"CVS-CJO";5336;5318;485919;463916
"2010";"11";"Individuel pur";"Brute";12475;12272;1511672;1487767
"2010";"11";"Individuel pur";"CVS-CJO";14123;12850;1711370;1557840
"2010";"11";"Residence";"Brute";2311;3417;102200;161700
"2010";"11";"Residence";"CVS-CJO";2222;2701;98264;127817
"2010";"11";"Tous Logements";"Brute";33654;43131;2971640;3570359
"2010";"11";"Tous Logements";"CVS-CJO";37265;37847;3290490;3132953
"2010";"10";"Collectif";"Brute";19286;20676;1273943;1328958
"2010";"10";"Collectif";"CVS-CJO";16729;18138;1105040;1165827
"2010";"10";"Individuel groupe";"Brute";7081;5426;608836;466040
"2010";"10";"Individuel groupe";"CVS-CJO";6327;4895;544006;420432
"2010";"10";"Individuel pur";"Brute";12170;14860;1490054;1796907
"2010";"10";"Individuel pur";"CVS-CJO";13989;13129;1712766;1587590
"2010";"10";"Residence";"Brute";2538;2866;139200;117300
"2010";"10";"Residence";"CVS-CJO";2201;2847;120717;116522
"2010";"10";"Tous Logements";"Brute";41075;43828;3512033;3709205
"2010";"10";"Tous Logements";"CVS-CJO";39246;39009;3355648;3301368
"2010";"09";"Collectif";"Brute";20297;16982;1321909;1150017
"2010";"09";"Collectif";"CVS-CJO";18769;16953;1222393;1148053
"2010";"09";"Individuel groupe";"Brute";6580;5540;559695;497470
"2010";"09";"Individuel groupe";"CVS-CJO";5853;4921;497856;441886
"2010";"09";"Individuel pur";"Brute";14683;16775;1811444;2032747
"2010";"09";"Individuel pur";"CVS-CJO";13579;13383;1675243;1621714
"2010";"09";"Residence";"Brute";2153;2263;101400;112100
"2010";"09";"Residence";"CVS-CJO";2484;2210;116989;109475
"2010";"09";"Tous Logements";"Brute";43713;41560;3794448;3792334
"2010";"09";"Tous Logements";"CVS-CJO";40685;37467;3531606;3418849
"2010";"08";"Collectif";"Brute";13347;8712;853739;566409
"2010";"08";"Collectif";"CVS-CJO";15911;18191;1017745;1182684
"2010";"08";"Individuel groupe";"Brute";4209;2748;373956;246280
"2010";"08";"Individuel groupe";"CVS-CJO";5099;5387;453030;482791
"2010";"08";"Individuel pur";"Brute";14215;7054;1723621;869453
"2010";"08";"Individuel pur";"CVS-CJO";14622;13107;1772971;1615526
"2010";"08";"Residence";"Brute";1933;1868;99000;79700
"2010";"08";"Residence";"CVS-CJO";2593;3059;132802;130515
"2010";"08";"Tous Logements";"Brute";33704;20382;3050316;1761842
"2010";"08";"Tous Logements";"CVS-CJO";38225;39744;3459480;3435514
"2010";"07";"Collectif";"Brute";20035;14191;1282205;941361
"2010";"07";"Collectif";"CVS-CJO";16639;14653;1064867;972008
"2010";"07";"Individuel groupe";"Brute";7708;4451;657984;411834
"2010";"07";"Individuel groupe";"CVS-CJO";6852;4592;584913;424880
"2010";"07";"Individuel pur";"Brute";17107;14159;2060822;1724561
"2010";"07";"Individuel pur";"CVS-CJO";15633;13317;1883254;1622006
"2010";"07";"Residence";"Brute";4993;3106;246200;140300
"2010";"07";"Residence";"CVS-CJO";4504;2548;222088;115095
"2010";"07";"Tous Logements";"Brute";49843;35907;4247211;3218056
"2010";"07";"Tous Logements";"CVS-CJO";43628;35110;3717620;3146627
"2010";"06";"Collectif";"Brute";18892;17019;1227054;1141380
"2010";"06";"Collectif";"CVS-CJO";17873;15361;1160869;1030186
"2010";"06";"Individuel groupe";"Brute";6123;5136;541693;465238
"2010";"06";"Individuel groupe";"CVS-CJO";5541;4590;490204;415779
"2010";"06";"Individuel pur";"Brute";16888;14080;2037374;1720006
"2010";"06";"Individuel pur";"CVS-CJO";14771;12575;1781978;1536156
"2010";"06";"Residence";"Brute";2453;1154;116700;59200
"2010";"06";"Residence";"CVS-CJO";2206;1449;104949;74333
"2010";"06";"Tous Logements";"Brute";44356;37389;3922821;3385824
"2010";"06";"Tous Logements";"CVS-CJO";40391;33975;3572158;3076664
"2010";"05";"Collectif";"Brute";16320;12979;1068286;858528
"2010";"05";"Collectif";"CVS-CJO";17615;14244;1153055;942204
"2010";"05";"Individuel groupe";"Brute";5229;4611;467966;442817
"2010";"05";"Individuel groupe";"CVS-CJO";5529;4881;494814;468746
"2010";"05";"Individuel pur";"Brute";13745;12248;1669886;1504418
"2010";"05";"Individuel pur";"CVS-CJO";14107;12250;1713866;1504664
"2010";"05";"Residence";"Brute";1975;1962;87300;104000
"2010";"05";"Residence";"CVS-CJO";1901;1898;84029;100608
"2010";"05";"Tous Logements";"Brute";37269;31800;3293438;2909763
"2010";"05";"Tous Logements";"CVS-CJO";39152;33273;3459838;3044545
"2010";"04";"Collectif";"Brute";15856;12372;1020320;832732
"2010";"04";"Collectif";"CVS-CJO";17235;13552;1109058;912155
"2010";"04";"Individuel groupe";"Brute";5133;4467;453810;380998
"2010";"04";"Individuel groupe";"CVS-CJO";5220;4496;461502;383472
"2010";"04";"Individuel pur";"Brute";13226;13110;1619145;1612039
"2010";"04";"Individuel pur";"CVS-CJO";13603;12218;1665298;1502356
"2010";"04";"Residence";"Brute";4538;1259;226400;59300
"2010";"04";"Residence";"CVS-CJO";4715;1550;235230;73006
"2010";"04";"Tous Logements";"Brute";38753;31208;3319675;2885069
"2010";"04";"Tous Logements";"CVS-CJO";40773;31816;3492713;2941276
"2010";"03";"Collectif";"Brute";21410;13296;1403679;915740
"2010";"03";"Collectif";"CVS-CJO";19621;13035;1286389;897764
"2010";"03";"Individuel groupe";"Brute";6461;4600;573875;419443
"2010";"03";"Individuel groupe";"CVS-CJO";5902;4213;524224;384155
"2010";"03";"Individuel pur";"Brute";14154;13998;1716775;1702291
"2010";"03";"Individuel pur";"CVS-CJO";13545;11890;1642908;1445938
"2010";"03";"Residence";"Brute";3012;1341;144700;68800
"2010";"03";"Residence";"CVS-CJO";2731;1395;131200;71570
"2010";"03";"Tous Logements";"Brute";45037;33235;3839029;3106274
"2010";"03";"Tous Logements";"CVS-CJO";41799;30533;3563016;2853734
